,end_time,lecture,lecture_name,lecture_no,sentence,start_time,sub_lecture,tokenized_sentence
232,00:01:27,4,Smoothing Methods Part - 1,3.5,we'll still need to figure out a few variables.,00:01:25,6,still need figure variables
233,00:01:32,4,Smoothing Methods Part - 1,3.5,"In particular, we're going to need to know how to estimate the,",00:01:27,6,In particular going need know estimate
234,00:01:36,4,Smoothing Methods Part - 1,3.5,probability of would exactly.,00:01:32,6,probability would exactly
235,00:01:39,4,Smoothing Methods Part - 1,3.5,And how do we set alpha?,00:01:36,6,And set alpha
236,00:01:44,4,Smoothing Methods Part - 1,3.5,"So in order to answer these questions, we have to think about this very specific",00:01:40,6,So order answer questions think specific
237,00:01:47,4,Smoothing Methods Part - 1,3.5,"smoothing methods, and that is the main topic of this lecture.",00:01:44,6,smoothing methods main topic lecture
238,00:01:50,4,Smoothing Methods Part - 1,3.5,We're going to talk about two smoothing methods.,00:01:48,6,We going talk two smoothing methods
239,00:01:57,4,Smoothing Methods Part - 1,3.5,"The first is the simple linear interpolation, with a fixed coefficient.",00:01:50,6,The first simple linear interpolation fixed coefficient
240,00:01:59,4,Smoothing Methods Part - 1,3.5,And this is also called a Jelinek and Mercer smoothing.,00:01:57,6,And also called Jelinek Mercer smoothing
241,00:02:04,4,Smoothing Methods Part - 1,3.5,So the idea is actually very simple.,00:02:01,6,So idea actually simple
242,00:02:06,4,Smoothing Methods Part - 1,3.5,This picture shows how we estimate,00:02:04,6,This picture shows estimate
243,00:02:12,4,Smoothing Methods Part - 1,3.5,"document language model by using maximum [INAUDIBLE] method,",00:02:08,6,document language model using maximum INAUDIBLE method
244,00:02:17,4,Smoothing Methods Part - 1,3.5,that gives us word counts normalized by the total number of words in the text.,00:02:12,6,gives us word counts normalized total number words text
245,00:02:22,4,Smoothing Methods Part - 1,3.5,The idea of using this method is to,00:02:17,6,The idea using method
246,00:02:26,4,Smoothing Methods Part - 1,3.5,maximize the probability of the observed text.,00:02:22,6,maximize probability observed text
247,00:02:33,4,Smoothing Methods Part - 1,3.5,"As a result, if a word like network, is not observed in the text.",00:02:26,6,As result word like network observed text
248,00:02:36,4,Smoothing Methods Part - 1,3.5,"It's going to get zero probability, as shown here.",00:02:33,6,It going get zero probability shown
249,00:02:42,4,Smoothing Methods Part - 1,3.5,"So the idea of smoothing, then, is to rely on collection average model,",00:02:37,6,So idea smoothing rely collection average model
250,00:02:47,4,Smoothing Methods Part - 1,3.5,where this word is not going to have a zero probability to help us decide,00:02:42,6,word going zero probability help us decide
251,00:02:50,4,Smoothing Methods Part - 1,3.5,what non-zero probability should be assigned to such a word.,00:02:47,6,non zero probability assigned word
252,00:02:55,4,Smoothing Methods Part - 1,3.5,"So, we can know that network as a non-zero probability here.",00:02:50,6,So know network non zero probability
253,00:03:01,4,Smoothing Methods Part - 1,3.5,"So, in this approach what we do is, we do a linear interpolation between",00:02:55,6,So approach linear interpolation
254,00:03:05,4,Smoothing Methods Part - 1,3.5,the maximum likelihood or estimate here and the collection language model.,00:03:01,6,maximum likelihood estimate collection language model
255,00:03:07,4,Smoothing Methods Part - 1,3.5,"And this controlled by the smoothing parameter, lambda.",00:03:05,6,And controlled smoothing parameter lambda
256,00:03:12,4,Smoothing Methods Part - 1,3.5,Which is between 0 and 1.,00:03:07,6,Which 0 1
257,00:03:14,4,Smoothing Methods Part - 1,3.5,So this is a smoothing parameter.,00:03:12,6,So smoothing parameter
258,00:03:19,4,Smoothing Methods Part - 1,3.5,"The larger lambda is the two the more smoothing we have, we will have.",00:03:14,6,The larger lambda two smoothing
259,00:03:27,4,Smoothing Methods Part - 1,3.5,"So by mixing them together, we achieve the goal of assigning non-zero probability.",00:03:21,6,So mixing together achieve goal assigning non zero probability
260,00:03:29,4,Smoothing Methods Part - 1,3.5,And these two are word in our network.,00:03:27,6,And two word network
261,00:03:31,4,Smoothing Methods Part - 1,3.5,So let's see how it works for some of the words here.,00:03:29,6,So let see works words
262,00:03:36,4,Smoothing Methods Part - 1,3.5,For example if we compute to the smallest probability for text.,00:03:32,6,For example compute smallest probability text
263,00:03:41,4,Smoothing Methods Part - 1,3.5,"Now, the next one right here is made give us 10 over 100,",00:03:37,6,Now next one right made give us 10 100
264,00:03:43,4,Smoothing Methods Part - 1,3.5,and that's going to be here.,00:03:41,6,going
265,00:03:47,4,Smoothing Methods Part - 1,3.5,"But the connection probability is this, so",00:03:44,6,But connection probability
266,00:03:51,4,Smoothing Methods Part - 1,3.5,we just combine them together with this simple formula.,00:03:47,6,combine together simple formula
267,00:03:58,4,Smoothing Methods Part - 1,3.5,"We can also see a, the word network.",00:03:53,6,We also see word network
268,00:04:02,4,Smoothing Methods Part - 1,3.5,Which used to have zero probability now is getting a non-zero,00:03:58,6,Which used zero probability getting non zero
269,00:04:05,4,Smoothing Methods Part - 1,3.5,probability of this value.,00:04:02,6,probability value
270,00:04:12,4,Smoothing Methods Part - 1,3.5,"And that's because the count is going to be zero for network here, but",00:04:05,6,And count going zero network
271,00:04:18,4,Smoothing Methods Part - 1,3.5,this part is non zero and that's basically how this method works.,00:04:12,6,part non zero basically method works
272,00:04:26,4,Smoothing Methods Part - 1,3.5,If you think about this and you can easily see now the alpha sub d,00:04:19,6,If think easily see alpha sub
273,00:04:31,4,Smoothing Methods Part - 1,3.5,"in this smoothing method is basically lambda because that's, remember,",00:04:26,6,smoothing method basically lambda remember
274,00:04:36,4,Smoothing Methods Part - 1,3.5,the coefficient in front of the probability of the word given by,00:04:31,6,coefficient front probability word given
275,00:04:39,4,Smoothing Methods Part - 1,3.5,"the collection language model here, right?",00:04:36,6,collection language model right
276,00:04:42,4,Smoothing Methods Part - 1,3.5,"Okay, so this is the first smoothing method.",00:04:40,6,Okay first smoothing method
277,00:04:49,4,Smoothing Methods Part - 1,3.5,"The second one is similar, but it has a find end for manual interpretation.",00:04:43,6,The second one similar find end manual interpretation
278,00:04:54,4,Smoothing Methods Part - 1,3.5,It's often called a duration of the ply or Bayesian smoothing.,00:04:49,6,It often called duration ply Bayesian smoothing
279,00:05:00,4,Smoothing Methods Part - 1,3.5,"So again here, we face the problem of zero probability for like network.",00:04:54,6,So face problem zero probability like network
280,00:05:05,4,Smoothing Methods Part - 1,3.5,"Again we'll use the collection language model, but",00:05:00,6,Again use collection language model
281,00:05:08,4,Smoothing Methods Part - 1,3.5,in this case we're going to combine them in a somewhat different ways.,00:05:05,6,case going combine somewhat different ways
282,00:05:15,4,Smoothing Methods Part - 1,3.5,The formula first can be seen as a interpolation of the maximum,00:05:08,6,The formula first seen interpolation maximum
283,00:05:20,4,Smoothing Methods Part - 1,3.5,and the collection language model as before.,00:05:15,6,collection language model
284,00:05:23,4,Smoothing Methods Part - 1,3.5,As in the J M's [INAUDIBLE].,00:05:20,6,As J M INAUDIBLE
285,00:05:28,4,Smoothing Methods Part - 1,3.5,"Only and after the coefficient [INAUDIBLE] is not the lambda, a fixed lambda, but",00:05:23,6,Only coefficient INAUDIBLE lambda fixed lambda
286,00:05:31,4,Smoothing Methods Part - 1,3.5,"a dynamic coefficient in this form,",00:05:28,6,dynamic coefficient form
287,00:05:36,4,Smoothing Methods Part - 1,3.5,"when mu is a parameter, it's a non, negative value.",00:05:31,6,mu parameter non negative value
288,00:05:40,4,Smoothing Methods Part - 1,3.5,"And you can see if we set mu to a constant,",00:05:36,6,And see set mu constant
289,00:05:44,4,Smoothing Methods Part - 1,3.5,the effect is that a long document would actually get smaller coefficient here.,00:05:40,6,effect long document would actually get smaller coefficient
290,00:05:47,4,Smoothing Methods Part - 1,3.5,Right? Because a long document,00:05:46,6,Right Because long document
291,00:05:49,4,Smoothing Methods Part - 1,3.5,we have a longer length.,00:05:47,6,longer length
292,00:05:53,4,Smoothing Methods Part - 1,3.5,"Therefore, the coefficient is actually smaller.",00:05:49,6,Therefore coefficient actually smaller
293,00:05:57,4,Smoothing Methods Part - 1,3.5,And so a long document would have less smoothing as we would expect.,00:05:53,6,And long document would less smoothing would expect
294,00:06:05,4,Smoothing Methods Part - 1,3.5,So this seems to make more sense than a fixed coefficient smoothing.,00:05:59,6,So seems make sense fixed coefficient smoothing
295,00:06:10,4,Smoothing Methods Part - 1,3.5,"Of course, this part would be of this form, so",00:06:05,6,Of course part would form
296,00:06:12,4,Smoothing Methods Part - 1,3.5,that the two coefficients would sum to 1.,00:06:10,6,two coefficients would sum 1
297,00:06:16,4,Smoothing Methods Part - 1,3.5,"Now, this is one way to understand that this is smoothing.",00:06:12,6,Now one way understand smoothing
298,00:06:21,4,Smoothing Methods Part - 1,3.5,"Basically, it means that it's a dynamic coefficient interpolation.",00:06:16,6,Basically means dynamic coefficient interpolation
299,00:06:25,4,Smoothing Methods Part - 1,3.5,There is another way to understand this formula.,00:06:22,6,There another way understand formula
300,00:06:31,4,Smoothing Methods Part - 1,3.5,Which is even easier to remember and that's this side.,00:06:27,6,Which even easier remember side
301,00:06:38,4,Smoothing Methods Part - 1,3.5,So it's easy to see we can rewrite this modern method in this form.,00:06:33,6,So easy see rewrite modern method form
302,00:06:43,4,Smoothing Methods Part - 1,3.5,"Now, in this form, we can easily see what change we have made to the maximum",00:06:38,6,Now form easily see change made maximum
303,00:06:45,4,Smoothing Methods Part - 1,3.5,"estimator, which would be this part, right?",00:06:43,6,estimator would part right
304,00:06:50,4,Smoothing Methods Part - 1,3.5,So it normalizes the count by the top elements.,00:06:47,6,So normalizes count top elements
305,00:06:56,4,Smoothing Methods Part - 1,3.5,"So, in this form, we can see what we did,",00:06:52,6,So form see
306,00:07:00,4,Smoothing Methods Part - 1,3.5,is we add this to the count of every word.,00:06:56,6,add count every word
307,00:07:03,4,Smoothing Methods Part - 1,3.5,"So, what does this mean?",00:07:01,6,So mean
